CN1015464B  |||  S: 1 E: 11  |||  NN
发生  |||  S: 8671 E: 8673  |||  VV
传质  |||  S: 8673 E: 8675  |||  NN
。  |||  S: 8675 E: 8676  |||  PU
当  |||  S: 8676 E: 8677  |||  P
用  |||  S: 8677 E: 8678  |||  P
10  |||  S: 8678 E: 8680  |||  CD
.  |||  S: 8680 E: 8681  |||  PU
3  |||  S: 8681 E: 8682  |||  CD
MPa  |||  S: 8682 E: 8685  |||  M
（  |||  S: 8685 E: 8686  |||  PU
1500  |||  S: 8686 E: 8690  |||  CD
psi  |||  S: 8690 E: 8693  |||  M
）  |||  S: 8693 E: 8694  |||  PU
压力  |||  S: 8694 E: 8696  |||  NN
和  |||  S: 8696 E: 8697  |||  CC
一  |||  S: 8697 E: 8698  |||  CD
根  |||  S: 8698 E: 8699  |||  M
长  |||  S: 8699 E: 8700  |||  VA
15  |||  S: 8700 E: 8702  |||  CD
.  |||  S: 8702 E: 8703  |||  PU
2  |||  S: 8703 E: 8704  |||  CD
cm  |||  S: 8704 E: 8706  |||  M
（  |||  S: 8706 E: 8707  |||  PU
6  |||  S: 8707 E: 8708  |||  CD
inch  |||  S: 8708 E: 8712  |||  M
）  |||  S: 8712 E: 8713  |||  PU
的  |||  S: 8713 E: 8714  |||  DEC
管子  |||  S: 8714 E: 8716  |||  NN
在  |||  S: 8716 E: 8717  |||  P
上述  |||  S: 8717 E: 8719  |||  JJ
设备  |||  S: 8719 E: 8721  |||  NN
进行  |||  S: 8721 E: 8723  |||  VV
测试  |||  S: 8723 E: 8725  |||  NN
时  |||  S: 8725 E: 8726  |||  LC
，  |||  S: 8726 E: 8727  |||  PU
较  |||  S: 8727 E: 8728  |||  AD
好  |||  S: 8728 E: 8729  |||  VA
的  |||  S: 8729 E: 8730  |||  DEC
聚合物  |||  S: 8730 E: 8733  |||  NN
的  |||  S: 8733 E: 8734  |||  DEG
流动  |||  S: 8734 E: 8736  |||  NN
速度  |||  S: 8736 E: 8738  |||  NN
至少  |||  S: 8738 E: 8740  |||  AD
为  |||  S: 8740 E: 8741  |||  VC
0  |||  S: 8741 E: 8742  |||  CD
.  |||  S: 8742 E: 8743  |||  PU
6  |||  S: 8743 E: 8744  |||  CD
g/s  |||  S: 8744 E: 8747  |||  M
，  |||  S: 8747 E: 8748  |||  PU
一般  |||  S: 8748 E: 8750  |||  AD
为  |||  S: 8750 E: 8751  |||  VC
6  |||  S: 8751 E: 8752  |||  CD
g/s  |||  S: 8752 E: 8755  |||  M
，  |||  S: 8755 E: 8756  |||  PU
最好  |||  S: 8756 E: 8758  |||  AD
大于  |||  S: 8758 E: 8760  |||  VV
25  |||  S: 8760 E: 8762  |||  CD
g/s  |||  S: 8762 E: 8765  |||  M
。  |||  S: 8765 E: 8766  |||  PU
对  |||  S: 8766 E: 8767  |||  P
聚合物  |||  S: 8767 E: 8770  |||  NN
/  |||  S: 8770 E: 8771  |||  PU
金属  |||  S: 8771 E: 8773  |||  NN
混合物  |||  S: 8773 E: 8776  |||  NN
中  |||  S: 8776 E: 8777  |||  LC
的  |||  S: 8777 E: 8778  |||  DEG
聚合物  |||  S: 8778 E: 8781  |||  NN
部分  |||  S: 8781 E: 8783  |||  CD
，  |||  S: 8783 E: 8784  |||  PU
下面  |||  S: 8784 E: 8786  |||  NN
将  |||  S: 8786 E: 8787  |||  BA
作  |||  S: 8787 E: 8788  |||  VV
进一步  |||  S: 8788 E: 8791  |||  JJ
的  |||  S: 8791 E: 8792  |||  DEG
描述  |||  S: 8792 E: 8794  |||  JJ
一  |||  S: 8794 E: 8795  |||  CD
种  |||  S: 8795 E: 8796  |||  M
颗粒  |||  S: 8796 E: 8798  |||  NN
状弹性体  |||  S: 8798 E: 8802  |||  NN
被  |||  S: 8802 E: 8803  |||  SB
用作  |||  S: 8803 E: 8805  |||  VV
实施  |||  S: 8805 E: 8807  |||  VV
本  |||  S: 8807 E: 8808  |||  DT
发明  |||  S: 8808 E: 8810  |||  NN
的  |||  S: 8810 E: 8811  |||  DEG
典型  |||  S: 8811 E: 8813  |||  JJ
材料  |||  S: 8813 E: 8815  |||  NN
。  |||  S: 8815 E: 8816  |||  PU
当  |||  S: 8816 E: 8817  |||  P
8017  |||  S: 8817 E: 8821  |||  CD
聚合物  |||  S: 8821 E: 8824  |||  NN
被  |||  S: 8824 E: 8825  |||  SB
用作  |||  S: 8825 E: 8827  |||  VV
固体  |||  S: 8827 E: 8829  |||  NN
颗粒  |||  S: 8829 E: 8831  |||  NN
时  |||  S: 8831 E: 8832  |||  LC
，  |||  S: 8832 E: 8833  |||  PU
施加  |||  S: 8833 E: 8835  |||  VV
压力  |||  S: 8835 E: 8837  |||  NN
之前  |||  S: 8837 E: 8839  |||  LC
先  |||  S: 8839 E: 8840  |||  AD
把  |||  S: 8840 E: 8841  |||  BA
该  |||  S: 8841 E: 8842  |||  DT
颗粒  |||  S: 8842 E: 8844  |||  NN
与  |||  S: 8844 E: 8845  |||  CC
制品  |||  S: 8845 E: 8847  |||  NN
前  |||  S: 8847 E: 8848  |||  LC
体  |||  S: 8848 E: 8849  |||  NN
表面  |||  S: 8849 E: 8851  |||  NN
留有  |||  S: 8851 E: 8853  |||  VV
间隔  |||  S: 8853 E: 8855  |||  NN
。  |||  S: 8855 E: 8856  |||  PU
但  |||  S: 8856 E: 8857  |||  CC
加压  |||  S: 8857 E: 8859  |||  NN
时  |||  S: 8859 E: 8860  |||  LC
这些  |||  S: 8860 E: 8862  |||  DT
颗粒  |||  S: 8862 E: 8864  |||  NN
自动  |||  S: 8864 E: 8866  |||  AD
聚集成  |||  S: 8866 E: 8869  |||  VV
连续  |||  S: 8869 E: 8871  |||  AD
无  |||  S: 8871 E: 8872  |||  VE
空隙  |||  S: 8872 E: 8874  |||  NN
的  |||  S: 8874 E: 8875  |||  DEC
物体  |||  S: 8875 E: 8877  |||  NN
。  |||  S: 8877 E: 8878  |||  PU
添加  |||  S: 8878 E: 8880  |||  VV
一  |||  S: 8880 E: 8881  |||  CD
种  |||  S: 8881 E: 8882  |||  M
低  |||  S: 8882 E: 8883  |||  JJ
共  |||  S: 8883 E: 8884  |||  NN
熔  |||  S: 8884 E: 8885  |||  NN
合金  |||  S: 8885 E: 8887  |||  NN
（  |||  S: 8887 E: 8888  |||  PU
或  |||  S: 8888 E: 8889  |||  CC
金属  |||  S: 8889 E: 8891  |||  NN
）  |||  S: 8891 E: 8892  |||  PU
，  |||  S: 8892 E: 8893  |||  PU
合金  |||  S: 8893 E: 8895  |||  NN
熔融  |||  S: 8895 E: 8897  |||  NN
并  |||  S: 8897 E: 8898  |||  CC
与  |||  S: 8898 E: 8899  |||  P
聚合物  |||  S: 8899 E: 8902  |||  NN
颗粒  |||  S: 8902 E: 8904  |||  NN
的  |||  S: 8904 E: 8905  |||  DEG
形状  |||  S: 8905 E: 8907  |||  NN
相  |||  S: 8907 E: 8908  |||  AD
吻合  |||  S: 8908 E: 8910  |||  VV
。  |||  S: 8910 E: 8911  |||  PU
由于  |||  S: 8911 E: 8913  |||  P
这  |||  S: 8913 E: 8914  |||  DT
种  |||  S: 8914 E: 8915  |||  M
特性  |||  S: 8915 E: 8917  |||  NN
和  |||  S: 8917 E: 8918  |||  CC
固有  |||  S: 8918 E: 8920  |||  VV
的  |||  S: 8920 E: 8921  |||  DEC
回  |||  S: 8921 E: 8922  |||  NN
弹性  |||  S: 8922 E: 8924  |||  NN
，  |||  S: 8924 E: 8925  |||  PU
一  |||  S: 8925 E: 8926  |||  CD
种  |||  S: 8926 E: 8927  |||  M
类似  |||  S: 8927 E: 8929  |||  JJ
液压  |||  S: 8929 E: 8931  |||  NN
的  |||  S: 8931 E: 8932  |||  DEG
均匀  |||  S: 8932 E: 8934  |||  JJ
压力  |||  S: 8934 E: 8936  |||  NN
被  |||  S: 8936 E: 8937  |||  SB
加到  |||  S: 8937 E: 8939  |||  VV
制品  |||  S: 8939 E: 8941  |||  NN
前体  |||  S: 8941 E: 8943  |||  NN
表面  |||  S: 8943 E: 8945  |||  NN
上  |||  S: 8945 E: 8946  |||  LC
。  |||  S: 8946 E: 8947  |||  PU
试验  |||  S: 8947 E: 8949  |||  NN
表明  |||  S: 8949 E: 8951  |||  VV
，  |||  S: 8951 E: 8952  |||  PU
没有  |||  S: 8952 E: 8954  |||  VE
金属  |||  S: 8954 E: 8956  |||  NN
添加剂  |||  S: 8956 E: 8959  |||  NN
的  |||  S: 8959 E: 8960  |||  DEG
8017  |||  S: 8960 E: 8964  |||  CD
材料  |||  S: 8964 E: 8966  |||  NN
当  |||  S: 8966 E: 8967  |||  P
受到  |||  S: 8967 E: 8969  |||  VV
70  |||  S: 8969 E: 8971  |||  CD
KPa  |||  S: 8971 E: 8974  |||  M
左右  |||  S: 8974 E: 8976  |||  LC
的  |||  S: 8976 E: 8977  |||  DEG
中等  |||  S: 8977 E: 8979  |||  JJ
压缩  |||  S: 8979 E: 8981  |||  NN
作用  |||  S: 8981 E: 8983  |||  NN
力  |||  S: 8983 E: 8984  |||  NN
时  |||  S: 8984 E: 8985  |||  LC
将  |||  S: 8985 E: 8986  |||  AD
倾向  |||  S: 8986 E: 8988  |||  VV
聚集  |||  S: 8988 E: 8990  |||  VV
起来  |||  S: 8990 E: 8992  |||  VV
;  |||  S: 8992 E: 8993  |||  PU
此时  |||  S: 8993 E: 8995  |||  NT
颗粒  |||  S: 8995 E: 8997  |||  NN
间  |||  S: 8997 E: 8998  |||  LC
的  |||  S: 8998 E: 8999  |||  DEG
界面  |||  S: 8999 E: 9001  |||  NN
处  |||  S: 9001 E: 9002  |||  NN
是  |||  S: 9002 E: 9003  |||  VC
如  |||  S: 9003 E: 9004  |||  P
此  |||  S: 9004 E: 9005  |||  DT
基本  |||  S: 9005 E: 9007  |||  NN
上  |||  S: 9007 E: 9008  |||  LC
一致  |||  S: 9008 E: 9010  |||  AD
，  |||  S: 9010 E: 9011  |||  PU
以  |||  S: 9011 E: 9012  |||  P
至  |||  S: 9012 E: 9013  |||  VV
被  |||  S: 9013 E: 9014  |||  SB
压缩  |||  S: 9014 E: 9016  |||  VV
的  |||  S: 9016 E: 9017  |||  DEC
橡胶  |||  S: 9017 E: 9019  |||  NN
由  |||  S: 9019 E: 9020  |||  P
不  |||  S: 9020 E: 9021  |||  AD
透明  |||  S: 9021 E: 9023  |||  JJ
转变  |||  S: 9023 E: 9025  |||  NN
为  |||  S: 9025 E: 9026  |||  VC
半  |||  S: 9026 E: 9027  |||  CD
透明  |||  S: 9027 E: 9029  |||  NN
。  |||  S: 9029 E: 9030  |||  PU
8017  |||  S: 9030 E: 9034  |||  CD
材料  |||  S: 9034 E: 9036  |||  NN
的  |||  S: 9036 E: 9037  |||  DEG
真密度  |||  S: 9037 E: 9040  |||  NN
为  |||  S: 9040 E: 9041  |||  VC
0  |||  S: 9041 E: 9042  |||  CD
.  |||  S: 9042 E: 9043  |||  PU
97  |||  S: 9043 E: 9045  |||  CD
g/cc  |||  S: 9045 E: 9049  |||  M
，  |||  S: 9049 E: 9050  |||  PU
表观  |||  S: 9050 E: 9052  |||  VV
堆积  |||  S: 9052 E: 9054  |||  NN
密度  |||  S: 9054 E: 9056  |||  NN
为  |||  S: 9056 E: 9057  |||  VC
0  |||  S: 9057 E: 9058  |||  CD
.  |||  S: 9058 E: 9059  |||  PU
5g  |||  S: 9059 E: 9061  |||  NN
/  |||  S: 9061 E: 9062  |||  PU
cc  |||  S: 9062 E: 9064  |||  NN
（  |||  S: 9064 E: 9065  |||  PU
-  |||  S: 9065 E: 9066  |||  PU
30  |||  S: 9066 E: 9068  |||  CD
目的  |||  S: 9068 E: 9070  |||  NN
粉末  |||  S: 9070 E: 9072  |||  NN
）  |||  S: 9072 E: 9073  |||  PU
，  |||  S: 9073 E: 9074  |||  PU
施加  |||  S: 9074 E: 9076  |||  VV
70  |||  S: 9076 E: 9078  |||  CD
KPa  |||  S: 9078 E: 9081  |||  M
的  |||  S: 9081 E: 9082  |||  DEG
压力  |||  S: 9082 E: 9084  |||  NN
它  |||  S: 9084 E: 9085  |||  PN
可  |||  S: 9085 E: 9086  |||  VV
被  |||  S: 9086 E: 9087  |||  SB
压缩  |||  S: 9087 E: 9089  |||  VV
聚集  |||  S: 9089 E: 9091  |||  VV
成  |||  S: 9091 E: 9092  |||  VV
密度  |||  S: 9092 E: 9094  |||  NN
为  |||  S: 9094 E: 9095  |||  VC
0  |||  S: 9095 E: 9096  |||  CD
.  |||  S: 9096 E: 9097  |||  PU
94  |||  S: 9097 E: 9099  |||  CD
～  |||  S: 9099 E: 9100  |||  PU
0  |||  S: 9100 E: 9101  |||  CD
.  |||  S: 9101 E: 9102  |||  PU
97  |||  S: 9102 E: 9104  |||  CD
g/cc  |||  S: 9104 E: 9108  |||  M
的  |||  S: 9108 E: 9109  |||  DEG
半  |||  S: 9109 E: 9110  |||  CD
透明  |||  S: 9110 E: 9112  |||  JJ
材料  |||  S: 9112 E: 9114  |||  NN
。  |||  S: 9114 E: 9115  |||  PU
（  |||  S: 9115 E: 9116  |||  PU
压力  |||  S: 9116 E: 9118  |||  NN
范围  |||  S: 9118 E: 9120  |||  NN
在  |||  S: 9120 E: 9121  |||  P
70  |||  S: 9121 E: 9123  |||  CD
KPa  |||  S: 9123 E: 9126  |||  M
至  |||  S: 9126 E: 9127  |||  CC
13  |||  S: 9127 E: 9129  |||  CD
.  |||  S: 9129 E: 9130  |||  PU
8  |||  S: 9130 E: 9131  |||  CD
MPa  |||  S: 9131 E: 9134  |||  M
，  |||  S: 9134 E: 9135  |||  PU
进一步  |||  S: 9135 E: 9138  |||  AD
压缩  |||  S: 9138 E: 9140  |||  VV
该  |||  S: 9140 E: 9141  |||  DT
材料  |||  S: 9141 E: 9143  |||  NN
，  |||  S: 9143 E: 9144  |||  PU
显示  |||  S: 9144 E: 9146  |||  VV
每  |||  S: 9146 E: 9147  |||  DT
改变  |||  S: 9147 E: 9149  |||  NN
10  |||  S: 9149 E: 9151  |||  CD
MPa  |||  S: 9151 E: 9154  |||  M
的  |||  S: 9154 E: 9155  |||  DEG
压力  |||  S: 9155 E: 9157  |||  NN
，  |||  S: 9157 E: 9158  |||  PU
其  |||  S: 9158 E: 9159  |||  PN
体积  |||  S: 9159 E: 9161  |||  NN
变化  |||  S: 9161 E: 9163  |||  VV
为  |||  S: 9163 E: 9164  |||  VC
0  |||  S: 9164 E: 9165  |||  CD
.  |||  S: 9165 E: 9166  |||  PU
4%  |||  S: 9166 E: 9168  |||  CD
）  |||  S: 9168 E: 9169  |||  PU
。  |||  S: 9169 E: 9170  |||  PU
按  |||  S: 9170 E: 9171  |||  P
上述  |||  S: 9171 E: 9173  |||  JJ
的  |||  S: 9173 E: 9174  |||  DEG
聚集  |||  S: 9174 E: 9176  |||  NN
状况  |||  S: 9176 E: 9178  |||  NN
，  |||  S: 9178 E: 9179  |||  PU
相  |||  S: 9179 E: 9180  |||  AD
信它  |||  S: 9180 E: 9182  |||  NN
是  |||  S: 9182 E: 9183  |||  VC
很少  |||  S: 9183 E: 9185  |||  AD
有  |||  S: 9185 E: 9186  |||  VE
空隙  |||  S: 9186 E: 9188  |||  NN
或者  |||  S: 9188 E: 9190  |||  CC
很少  |||  S: 9190 E: 9192  |||  AD
有  |||  S: 9192 E: 9193  |||  VE
含  |||  S: 9193 E: 9194  |||  VV
在  |||  S: 9194 E: 9195  |||  P
颗粒  |||  S: 9195 E: 9197  |||  NN
之间  |||  S: 9197 E: 9199  |||  LC
的  |||  S: 9199 E: 9200  |||  DEG
空隙  |||  S: 9200 E: 9202  |||  NN
中  |||  S: 9202 E: 9203  |||  LC
的  |||  S: 9203 E: 9204  |||  DEG
气体  |||  S: 9204 E: 9206  |||  NN
（  |||  S: 9206 E: 9207  |||  PU
吸附  |||  S: 9207 E: 9209  |||  VV
的  |||  S: 9209 E: 9210  |||  DEC
气体  |||  S: 9210 E: 9212  |||  NN
除外  |||  S: 9212 E: 9214  |||  P
）  |||  S: 9214 E: 9215  |||  PU
。  |||  S: 9215 E: 9216  |||  PU
因此  |||  S: 9216 E: 9218  |||  AD
，  |||  S: 9218 E: 9219  |||  PU
较  |||  S: 9219 E: 9220  |||  AD
好  |||  S: 9220 E: 9221  |||  VA
的  |||  S: 9221 E: 9222  |||  DEC
聚合物  |||  S: 9222 E: 9225  |||  NN
材料  |||  S: 9225 E: 9227  |||  NN
在  |||  S: 9227 E: 9228  |||  P
以  |||  S: 9228 E: 9229  |||  P
颗粒  |||  S: 9229 E: 9231  |||  NN
形式  |||  S: 9231 E: 9233  |||  NN
使用  |||  S: 9233 E: 9235  |||  VV
时  |||  S: 9235 E: 9236  |||  LC
，  |||  S: 9236 E: 9237  |||  PU
将  |||  S: 9237 E: 9238  |||  BA
是  |||  S: 9238 E: 9239  |||  VC
自  |||  S: 9239 E: 9240  |||  P
可塑性  |||  S: 9240 E: 9243  |||  JJ
的  |||  S: 9243 E: 9244  |||  DEG
，  |||  S: 9244 E: 9245  |||  PU
并  |||  S: 9245 E: 9246  |||  CC
倾向于  |||  S: 9246 E: 9249  |||  VV
聚集成显  |||  S: 9249 E: 9253  |||  VV
然无  |||  S: 9253 E: 9255  |||  JJ
空隙  |||  S: 9255 E: 9257  |||  NN
的  |||  S: 9257 E: 9258  |||  DEC
实体  |||  S: 9258 E: 9260  |||  NN
，  |||  S: 9260 E: 9261  |||  PU
其  |||  S: 9261 E: 9262  |||  PN
所  |||  S: 9262 E: 9263  |||  MSP
加  |||  S: 9263 E: 9264  |||  VV
压力  |||  S: 9264 E: 9266  |||  NN
低于  |||  S: 9266 E: 9268  |||  VV
350  |||  S: 9268 E: 9271  |||  CD
KPa  |||  S: 9271 E: 9274  |||  NN
，  |||  S: 9274 E: 9275  |||  PU
较好  |||  S: 9275 E: 9277  |||  AD
低于  |||  S: 9277 E: 9279  |||  VV
240  |||  S: 9279 E: 9282  |||  CD
KPa  |||  S: 9282 E: 9285  |||  NN
，  |||  S: 9285 E: 9286  |||  PU
最好  |||  S: 9286 E: 9288  |||  AD
低于  |||  S: 9288 E: 9290  |||  VV
69  |||  S: 9290 E: 9292  |||  CD
KPa  |||  S: 9292 E: 9295  |||  NN
。  |||  S: 9295 E: 9296  |||  PU
基于  |||  S: 9296 E: 9298  |||  P
各  |||  S: 9298 E: 9299  |||  DT
种  |||  S: 9299 E: 9300  |||  M
模塑  |||  S: 9300 E: 9302  |||  NN
试验  |||  S: 9302 E: 9304  |||  NN
和  |||  S: 9304 E: 9305  |||  CC
材料  |||  S: 9305 E: 9307  |||  NN
性能  |||  S: 9307 E: 9309  |||  NN
测试  |||  S: 9309 E: 9311  |||  VV
结果  |||  S: 9311 E: 9313  |||  VV
，  |||  S: 9313 E: 9314  |||  PU
选用  |||  S: 9314 E: 9316  |||  VV
的  |||  S: 9316 E: 9317  |||  DEC
介质  |||  S: 9317 E: 9319  |||  NN
应  |||  S: 9319 E: 9320  |||  VV
具有  |||  S: 9320 E: 9322  |||  VV
低  |||  S: 9322 E: 9323  |||  JJ
强度  |||  S: 9323 E: 9325  |||  NN
，  |||  S: 9325 E: 9326  |||  PU
在  |||  S: 9326 E: 9327  |||  P
模塑  |||  S: 9327 E: 9329  |||  NN
压力  |||  S: 9329 E: 9331  |||  NN
作用  |||  S: 9331 E: 9333  |||  NN
下  |||  S: 9333 E: 9334  |||  LC
有  |||  S: 9334 E: 9335  |||  VE
自  |||  S: 9335 E: 9336  |||  P
可塑性  |||  S: 9336 E: 9339  |||  JJ
和  |||  S: 9339 E: 9340  |||  CC
流动性  |||  S: 9340 E: 9343  |||  NN
，  |||  S: 9343 E: 9344  |||  PU
并  |||  S: 9344 E: 9345  |||  CC
展示  |||  S: 9345 E: 9347  |||  VV
出  |||  S: 9347 E: 9348  |||  VV
类似  |||  S: 9348 E: 9350  |||  JJ
液压  |||  S: 9350 E: 9352  |||  NN
的  |||  S: 9352 E: 9353  |||  DEG
特性  |||  S: 9353 E: 9355  |||  NN
。  |||  S: 9355 E: 9356  |||  PU
已经  |||  S: 9356 E: 9358  |||  AD
发现  |||  S: 9358 E: 9360  |||  VV
易碎性  |||  S: 9360 E: 9363  |||  JJ
的  |||  S: 9363 E: 9364  |||  DEG
倾向  |||  S: 9364 E: 9366  |||  NN
，  |||  S: 9366 E: 9367  |||  PU
并  |||  S: 9367 E: 9368  |||  CC
相信  |||  S: 9368 E: 9370  |||  VV
这  |||  S: 9370 E: 9371  |||  PN
是  |||  S: 9371 E: 9372  |||  VC
与  |||  S: 9372 E: 9373  |||  P
流动性  |||  S: 9373 E: 9376  |||  NN
行为  |||  S: 9376 E: 9378  |||  VV
有关  |||  S: 9378 E: 9380  |||  VA
。  |||  S: 9380 E: 9381  |||  PU
6360  |||  S: 9381 E: 9385  |||  CD
以外  |||  S: 9385 E: 9387  |||  LC
的  |||  S: 9387 E: 9388  |||  DEG
其它  |||  S: 9388 E: 9390  |||  DT
硅橡  |||  S: 9390 E: 9392  |||  NN
胶直  |||  S: 9392 E: 9394  |||  AD
至  |||  S: 9394 E: 9395  |||  P
本  |||  S: 9395 E: 9396  |||  DT
专利  |||  S: 9396 E: 9398  |||  NN
申请日  |||  S: 9398 E: 9401  |||  NN
之前  |||  S: 9401 E: 9403  |||  LC
一直  |||  S: 9403 E: 9405  |||  AD
被  |||  S: 9405 E: 9406  |||  SB
使用  |||  S: 9406 E: 9408  |||  VV
着  |||  S: 9408 E: 9409  |||  AS
，  |||  S: 9409 E: 9410  |||  PU
还  |||  S: 9410 E: 9411  |||  AD
有  |||  S: 9411 E: 9412  |||  VE
其它  |||  S: 9412 E: 9414  |||  DT
的  |||  S: 9414 E: 9415  |||  DEG
有机  |||  S: 9415 E: 9417  |||  JJ
聚合物  |||  S: 9417 E: 9420  |||  NN
和  |||  S: 9420 E: 9421  |||  CC
其它  |||  S: 9421 E: 9423  |||  DT
材料  |||  S: 9423 E: 9425  |||  NN
也  |||  S: 9425 E: 9426  |||  AD
都  |||  S: 9426 E: 9427  |||  AD
在  |||  S: 9427 E: 9428  |||  P
规划  |||  S: 9428 E: 9430  |||  VV
之中  |||  S: 9430 E: 9432  |||  LC
，  |||  S: 9432 E: 9433  |||  PU
它们  |||  S: 9433 E: 9435  |||  PN
有  |||  S: 9435 E: 9436  |||  VE
的  |||  S: 9436 E: 9437  |||  DEC
是  |||  S: 9437 E: 9438  |||  VC
公知  |||  S: 9438 E: 9440  |||  VV
的  |||  S: 9440 E: 9441  |||  DEC
，  |||  S: 9441 E: 9442  |||  PU
有的  |||  S: 9442 E: 9444  |||  AD
能  |||  S: 9444 E: 9445  |||  VV
被  |||  S: 9445 E: 9446  |||  SB
开发  |||  S: 9446 E: 9448  |||  VV
，  |||  S: 9448 E: 9449  |||  PU
它们  |||  S: 9449 E: 9451  |||  PN
都  |||  S: 9451 E: 9452  |||  AD
将  |||  S: 9452 E: 9453  |||  AD
实现  |||  S: 9453 E: 9455  |||  VV
本  |||  S: 9455 E: 9456  |||  DT
发明  |||  S: 9456 E: 9458  |||  NN
的  |||  S: 9458 E: 9459  |||  DEG
基本  |||  S: 9459 E: 9461  |||  JJ
特征  |||  S: 9461 E: 9463  |||  NN
。  |||  S: 9463 E: 9464  |||  PU
为了  |||  S: 9464 E: 9466  |||  P
表征  |||  S: 9466 E: 9468  |||  VV
与  |||  S: 9468 E: 9469  |||  CC
获得  |||  S: 9469 E: 9471  |||  VV
良好  |||  S: 9471 E: 9473  |||  VA
的  |||  S: 9473 E: 9474  |||  DEC
模塑  |||  S: 9474 E: 9476  |||  NN
结果  |||  S: 9476 E: 9478  |||  AD
有关  |||  S: 9478 E: 9480  |||  VV
的  |||  S: 9480 E: 9481  |||  DEC
必需  |||  S: 9481 E: 9483  |||  NN
的  |||  S: 9483 E: 9484  |||  DEC
性能  |||  S: 9484 E: 9486  |||  NN
，  |||  S: 9486 E: 9487  |||  PU
用  |||  S: 9487 E: 9488  |||  P
不同  |||  S: 9488 E: 9490  |||  VA
的  |||  S: 9490 E: 9491  |||  DEC
橡胶  |||  S: 9491 E: 9493  |||  NN
在  |||  S: 9493 E: 9494  |||  P
实际  |||  S: 9494 E: 9496  |||  JJ
复合  |||  S: 9496 E: 9498  |||  JJ
材料  |||  S: 9498 E: 9500  |||  NN
制品  |||  S: 9500 E: 9502  |||  NN
模塑  |||  S: 9502 E: 9504  |||  NN
试验  |||  S: 9504 E: 9506  |||  NN
中  |||  S: 9506 E: 9507  |||  LC
、  |||  S: 9507 E: 9508  |||  PU
在  |||  S: 9508 E: 9509  |||  P
上述  |||  S: 9509 E: 9511  |||  JJ
流动  |||  S: 9511 E: 9513  |||  NN
试验  |||  S: 9513 E: 9515  |||  NN
设备  |||  S: 9515 E: 9517  |||  NN
和  |||  S: 9517 E: 9518  |||  CC
标准  |||  S: 9518 E: 9520  |||  NN
设备  |||  S: 9520 E: 9522  |||  NN
上  |||  S: 9522 E: 9523  |||  LC
，  |||  S: 9523 E: 9524  |||  PU
进行  |||  S: 9524 E: 9526  |||  VV
了  |||  S: 9526 E: 9527  |||  AS
各  |||  S: 9527 E: 9528  |||  DT
种  |||  S: 9528 E: 9529  |||  M
对比  |||  S: 9529 E: 9531  |||  NN
试验  |||  S: 9531 E: 9533  |||  NN
。  |||  S: 9533 E: 9534  |||  PU
对  |||  S: 9534 E: 9535  |||  P
颗粒  |||  S: 9535 E: 9537  |||  NN
状  |||  S: 9537 E: 9538  |||  NN
8017  |||  S: 9538 E: 9542  |||  CD
材料  |||  S: 9542 E: 9544  |||  NN
所  |||  S: 9544 E: 9545  |||  MSP
作  |||  S: 9545 E: 9546  |||  VV
的  |||  S: 9546 E: 9547  |||  DEC
对比  |||  S: 9547 E: 9549  |||  NN
试验  |||  S: 9549 E: 9551  |||  NN
表明  |||  S: 9551 E: 9553  |||  VV
，  |||  S: 9553 E: 9554  |||  PU
最  |||  S: 9554 E: 9555  |||  AD
大  |||  S: 9555 E: 9556  |||  VA
的  |||  S: 9556 E: 9557  |||  DEC
压力  |||  S: 9557 E: 9559  |||  NN
差别  |||  S: 9559 E: 9561  |||  AD
在  |||  S: 9561 E: 9562  |||  P
6  |||  S: 9562 E: 9563  |||  CD
.  |||  S: 9563 E: 9564  |||  PU
9  |||  S: 9564 E: 9565  |||  CD
MPa  |||  S: 9565 E: 9568  |||  M
标称  |||  S: 9568 E: 9570  |||  NN
压力  |||  S: 9570 E: 9572  |||  NN
下  |||  S: 9572 E: 9573  |||  LC
低  |||  S: 9573 E: 9574  |||  VA
至  |||  S: 9574 E: 9575  |||  CC
2%  |||  S: 9575 E: 9577  |||  CD
;  |||  S: 9577 E: 9578  |||  PU
其它  |||  S: 9578 E: 9580  |||  DT
有用  |||  S: 9580 E: 9582  |||  JJ
材料  |||  S: 9582 E: 9584  |||  NN
产生  |||  S: 9584 E: 9586  |||  VV
的  |||  S: 9586 E: 9587  |||  DEC
压力  |||  S: 9587 E: 9589  |||  NN
差别  |||  S: 9589 E: 9591  |||  AD
在  |||  S: 9591 E: 9592  |||  P
10%  |||  S: 9592 E: 9595  |||  CD
以内  |||  S: 9595 E: 9597  |||  LC
。  |||  S: 9597 E: 9598  |||  PU
添加  |||  S: 9598 E: 9600  |||  VV
熔  |||  S: 9600 E: 9601  |||  NN
融  |||  S: 9601 E: 9602  |||  VV
金属  |||  S: 9602 E: 9604  |||  NN
基质  |||  S: 9604 E: 9606  |||  NN
不  |||  S: 9606 E: 9607  |||  AD
会  |||  S: 9607 E: 9608  |||  VV
对  |||  S: 9608 E: 9609  |||  P
上述性  |||  S: 9609 E: 9612  |||  JJ
质起  |||  S: 9612 E: 9614  |||  NN
不利  |||  S: 9614 E: 9616  |||  VA
的  |||  S: 9616 E: 9617  |||  DEC
